investor_id,average_gap_days,total_sips,total_investment,status
INV001826,51.2,6,43001,At Risk
INV001827,118.75,5,82187,At Risk
INV001828,44.43,8,57282,At Risk
INV001829,106.67,4,18129,At Risk
INV001830,99.0,3,13921,At Risk
INV001831,72.8,6,47766,At Risk
INV001832,78.67,4,26550,At Risk
INV001833,62.75,5,34133,At Risk
INV001834,110.67,4,36572,At Risk
INV001835,55.5,5,74350,At Risk
INV001836,67.75,5,4432,At Risk
INV001837,62.83,7,75034,At Risk
INV001839,201.0,3,5888,At Risk
INV001841,56.2,6,48729,At Risk
INV001842,142.0,4,37118,At Risk
INV001843,113.67,4,10052,At Risk
INV001844,362.0,2,21437,At Risk
INV001845,207.0,3,18663,At Risk
INV001846,99.5,3,26001,At Risk
INV001847,219.0,2,9507,At Risk
INV001848,160.33,4,66991,At Risk
INV001849,136.67,4,52191,At Risk
INV001850,227.0,2,7955,At Risk
INV001851,109.67,4,81768,At Risk
INV001852,112.33,4,49356,At Risk
INV001853,47.43,8,158089,At Risk
INV001855,159.0,2,12739,At Risk
INV001856,125.0,4,15060,At Risk
INV001857,150.33,4,38534,At Risk
INV001858,55.14,8,111198,At Risk
INV001859,196.0,3,29372,At Risk
INV001860,494.0,2,44713,At Risk
INV001861,51.25,5,17295,At Risk
INV001863,3.0,2,29794,Regular
INV001865,63.5,7,37490,At Risk
INV001866,58.8,6,52342,At Risk
INV001867,143.33,4,9674,At Risk
INV001868,116.0,4,13180,At Risk
INV001870,76.0,7,151119,At Risk
INV001871,55.0,7,104709,At Risk
INV001872,152.0,3,9784,At Risk
INV001873,68.5,3,53455,At Risk
INV001874,105.0,4,41956,At Risk
INV001875,49.0,2,31773,At Risk
INV001876,129.5,3,12279,At Risk
INV001877,82.25,5,45931,At Risk
INV001878,3.0,2,8610,Regular
INV001879,117.0,5,34365,At Risk
INV001880,60.75,5,52081,At Risk
INV001881,58.25,5,44698,At Risk
INV001882,110.5,3,6705,At Risk
INV001883,99.2,6,16745,At Risk
INV001885,71.2,6,16314,At Risk
INV001886,50.75,9,73898,At Risk
INV001887,234.0,3,25054,At Risk
INV001888,70.5,5,50301,At Risk
INV001890,102.6,6,7890,At Risk
INV001891,96.4,6,22169,At Risk
INV001892,174.5,3,50039,At Risk
INV001893,68.25,5,47332,At Risk
INV001896,77.33,4,67574,At Risk
INV001897,81.5,3,9911,At Risk
INV001899,113.5,5,43812,At Risk
INV001900,75.0,5,25240,At Risk
INV001903,62.5,5,75112,At Risk
INV001905,100.67,4,52995,At Risk
INV001906,97.0,3,87034,At Risk
INV001909,62.14,8,77716,At Risk
INV001911,45.0,3,61400,At Risk
INV001912,86.4,6,72585,At Risk
INV001913,67.33,4,81357,At Risk
INV001914,126.67,4,28158,At Risk
INV001915,228.0,2,6864,At Risk
INV001916,103.25,5,73481,At Risk
INV001917,88.5,3,16323,At Risk
INV001920,39.0,7,111406,At Risk
INV001921,68.57,8,94294,At Risk
INV001922,89.75,5,16493,At Risk
INV001923,80.67,7,42011,At Risk
INV001924,59.17,7,95896,At Risk
INV001926,116.0,5,23243,At Risk
INV001927,58.8,6,42729,At Risk
INV001928,139.67,4,54112,At Risk
INV001929,66.2,6,67484,At Risk
INV001930,242.5,3,14542,At Risk
INV001932,249.0,2,6214,At Risk
INV001933,107.75,5,36691,At Risk
INV001934,21.0,2,13077,Regular
INV001936,33.0,2,14176,Regular
INV001937,60.43,8,52043,At Risk
INV001938,43.0,9,46935,At Risk
INV001940,98.25,5,10777,At Risk
INV001943,74.4,6,63792,At Risk
INV001944,101.75,5,86119,At Risk
INV001945,88.0,4,9150,At Risk
INV001946,120.0,3,34453,At Risk
INV001948,221.5,3,61511,At Risk
INV001950,60.17,7,88383,At Risk
INV001951,58.83,7,39840,At Risk
INV001952,289.0,2,18764,At Risk
INV001954,86.8,6,38164,At Risk
INV001955,76.0,6,80106,At Risk
INV001956,158.67,4,47088,At Risk
INV001957,41.0,2,3382,At Risk
INV001959,56.0,4,7418,At Risk
INV001960,185.0,2,25115,At Risk
INV001961,83.4,6,87250,At Risk
INV001962,86.75,5,56199,At Risk
INV001963,27.0,2,4463,Regular
INV001966,191.0,2,9370,At Risk
INV001967,10.75,5,57133,Regular
INV001968,61.67,4,60891,At Risk
INV001969,79.2,6,22578,At Risk
INV001971,54.71,8,96207,At Risk
INV001972,42.43,8,147921,At Risk
INV001974,178.0,2,6443,At Risk
INV001976,100.0,2,12706,At Risk
INV001977,108.5,5,59715,At Risk
INV001978,83.2,6,33387,At Risk
INV001979,55.4,6,78262,At Risk
INV001980,213.5,3,10249,At Risk
INV001982,85.8,6,118849,At Risk
INV001983,120.25,5,57564,At Risk
INV001985,101.0,5,99750,At Risk
INV001986,47.67,7,93572,At Risk
INV001987,67.0,7,101651,At Risk
INV001989,89.5,3,49776,At Risk
INV001990,45.29,8,60133,At Risk
INV001992,135.33,4,6876,At Risk
INV001993,56.6,6,42253,At Risk
INV001995,48.6,6,76418,At Risk
INV001997,88.6,6,23078,At Risk
INV001998,94.25,5,31255,At Risk
INV001999,62.67,4,50826,At Risk
INV002000,80.0,5,82347,At Risk
INV002001,84.8,6,35997,At Risk
INV002002,109.0,2,9884,At Risk
INV002003,152.0,2,31279,At Risk
INV002005,108.5,3,8208,At Risk
INV002006,73.6,6,56278,At Risk
INV002007,124.0,3,17382,At Risk
INV002008,86.0,5,31532,At Risk
INV002010,74.6,6,111364,At Risk
INV002011,111.33,4,23143,At Risk
INV002012,86.0,5,37132,At Risk
INV002013,93.0,5,33505,At Risk
INV002014,92.5,3,17561,At Risk
INV002015,402.0,2,3269,At Risk
INV002016,88.0,3,53694,At Risk
INV002017,44.67,7,48099,At Risk
INV002018,63.6,6,22792,At Risk
INV002019,68.8,6,50866,At Risk
INV002021,277.0,2,4569,At Risk
INV002022,84.33,4,29433,At Risk
INV002023,258.0,2,54950,At Risk
INV002025,55.83,7,52531,At Risk
INV002026,100.0,5,108397,At Risk
INV002027,197.5,3,28375,At Risk
INV002030,126.67,4,16766,At Risk
INV002032,26.0,2,2251,Regular
INV002033,55.0,7,43182,At Risk
INV002034,69.0,8,75286,At Risk
INV002035,195.0,3,109414,At Risk
INV002036,30.25,5,128383,Regular
INV002037,33.2,6,58317,Regular
INV002038,84.0,6,89042,At Risk
INV002039,140.0,3,69071,At Risk
INV002040,65.67,4,43148,At Risk
INV002041,88.0,4,22193,At Risk
INV002042,55.5,5,86290,At Risk
INV002043,48.5,3,18416,At Risk
INV002044,159.0,2,14777,At Risk
INV002045,108.75,5,82837,At Risk
INV002047,134.67,4,14605,At Risk
INV002049,132.33,4,12843,At Risk
INV002050,183.5,3,63887,At Risk
INV002051,78.6,6,101112,At Risk
INV002052,44.17,7,143832,At Risk
INV002053,21.0,2,11671,Regular
INV002054,78.5,5,26667,At Risk
INV002055,120.33,4,3645,At Risk
INV002056,242.0,3,29703,At Risk
INV002059,268.0,2,21217,At Risk
INV002060,79.0,5,87731,At Risk
INV002061,104.0,4,46145,At Risk
INV002063,73.0,2,44222,At Risk
INV002065,163.33,4,69276,At Risk
INV002066,129.5,3,49651,At Risk
INV002067,69.0,5,73471,At Risk
INV002068,221.0,2,23863,At Risk
INV002069,47.56,10,82746,At Risk
INV002070,81.33,7,70993,At Risk
INV002072,133.5,3,49859,At Risk
INV002073,160.5,3,68155,At Risk
INV002074,109.0,3,23032,At Risk
INV002075,82.75,5,86335,At Risk
INV002077,47.25,5,34282,At Risk
INV002078,54.0,2,24172,At Risk
INV002079,92.0,3,3529,At Risk
INV002080,117.75,5,161833,At Risk
INV002081,47.0,2,94670,At Risk
INV002082,34.0,4,31787,Regular
INV002083,51.67,10,142753,At Risk
INV002085,65.0,6,89035,At Risk
INV002087,88.25,5,107417,At Risk
INV002088,104.5,5,60523,At Risk
INV002089,106.5,3,21661,At Risk
INV002090,90.2,6,38375,At Risk
INV002092,33.5,7,63358,Regular
INV002093,47.67,4,83459,At Risk
INV002094,178.0,3,61620,At Risk
INV002095,139.0,4,55326,At Risk
INV002096,159.5,3,33877,At Risk
INV002098,54.33,4,6267,At Risk
INV002099,41.0,4,41135,At Risk
INV002101,80.2,6,71140,At Risk
INV002102,44.8,6,90782,At Risk
INV002103,58.0,2,23161,At Risk
INV002104,100.0,5,17633,At Risk
INV002106,118.67,4,14781,At Risk
INV002107,71.14,8,100667,At Risk
INV002108,164.5,3,61029,At Risk
INV002110,79.0,4,43300,At Risk
INV002111,62.43,8,84899,At Risk
INV002112,88.5,5,63933,At Risk
INV002113,126.0,4,37205,At Risk
INV002115,153.33,4,12407,At Risk
INV002116,41.0,4,56030,At Risk
INV002117,59.75,5,56520,At Risk
INV002119,78.0,6,82710,At Risk
INV002120,109.5,3,62457,At Risk
INV002121,68.5,7,69342,At Risk
INV002122,40.33,7,66891,At Risk
INV002123,134.0,4,137093,At Risk
INV002124,82.0,5,86345,At Risk
INV002125,45.0,5,18883,At Risk
INV002126,97.25,5,62106,At Risk
INV002127,60.2,6,66425,At Risk
INV002128,140.0,3,21777,At Risk
INV002129,136.5,3,3986,At Risk
INV002130,89.0,4,36116,At Risk
INV002131,106.5,5,7358,At Risk
INV002132,2.0,2,7565,Regular
INV002133,139.67,4,9748,At Risk
INV002134,82.67,7,29028,At Risk
INV002135,94.0,4,68474,At Risk
INV002136,183.0,2,51640,At Risk
INV002137,71.0,5,69715,At Risk
INV002138,91.8,6,20298,At Risk
INV002139,146.67,4,56917,At Risk
INV002140,162.0,2,49000,At Risk
INV002141,69.33,4,57355,At Risk
INV002142,45.5,9,118669,At Risk
INV002143,63.57,8,73958,At Risk
INV002144,182.5,3,21590,At Risk
INV002145,169.0,2,29663,At Risk
INV002146,175.0,2,32679,At Risk
INV002148,129.33,4,94522,At Risk
INV002149,42.29,8,71024,At Risk
INV002150,73.6,6,57183,At Risk
INV002151,60.38,9,185290,At Risk
INV002152,147.67,4,124165,At Risk
INV002153,67.83,7,28131,At Risk
INV002154,89.4,6,42587,At Risk
INV002155,78.0,6,24270,At Risk
INV002156,196.0,2,58495,At Risk
INV002157,58.5,7,66010,At Risk
INV002158,85.0,4,19052,At Risk
INV002159,65.0,6,57957,At Risk
INV002161,176.0,2,8828,At Risk
INV002162,58.38,9,176674,At Risk
INV002163,306.0,2,16887,At Risk
INV002164,91.0,4,55535,At Risk
INV002166,99.2,6,88421,At Risk
INV002167,136.0,3,13475,At Risk
INV002168,251.5,3,12623,At Risk
INV002170,159.5,3,23466,At Risk
INV002171,55.83,7,55736,At Risk
INV002172,141.0,3,55655,At Risk
INV002173,148.0,2,3200,At Risk
INV002174,143.33,4,33599,At Risk
INV002176,75.75,5,92232,At Risk
INV002177,73.0,7,93321,At Risk
INV002178,66.43,8,66309,At Risk
INV002179,54.14,8,77276,At Risk
INV002180,154.0,3,57151,At Risk
INV002182,70.5,7,127872,At Risk
INV002183,146.5,3,35044,At Risk
INV002184,118.0,5,85529,At Risk
INV002185,48.4,6,87101,At Risk
INV002186,74.83,7,110455,At Risk
INV002187,67.83,7,51698,At Risk
INV002188,30.0,3,16315,Regular
INV002189,84.75,5,9685,At Risk
INV002190,175.0,2,3468,At Risk
INV002191,125.0,2,70750,At Risk
INV002192,80.0,5,13669,At Risk
INV002195,49.25,9,141661,At Risk
INV002196,62.14,8,123014,At Risk
INV002197,28.5,3,7596,Regular
INV002198,43.0,9,50035,At Risk
INV002199,50.83,7,22813,At Risk
INV002200,139.33,4,87175,At Risk
INV002201,96.5,5,72157,At Risk
INV002202,70.43,8,16013,At Risk
INV002204,280.0,2,40160,At Risk
INV002205,142.0,4,74314,At Risk
INV002206,49.0,7,119856,At Risk
INV002207,145.67,4,66397,At Risk
INV002208,71.33,7,113907,At Risk
INV002209,271.0,2,9846,At Risk
INV002211,63.83,7,75896,At Risk
INV002212,121.0,3,61036,At Risk
INV002213,62.0,5,81716,At Risk
INV002214,79.75,5,12367,At Risk
INV002215,83.67,4,69617,At Risk
INV002216,61.71,8,122472,At Risk
INV002217,117.5,3,6017,At Risk
INV002218,67.8,6,78519,At Risk
INV002219,70.86,8,41599,At Risk
INV002220,63.0,5,41151,At Risk
INV002223,390.0,2,15221,At Risk
INV002224,55.5,3,70090,At Risk
INV002225,88.33,4,20361,At Risk
INV002226,22.0,2,16593,Regular
INV002227,23.67,4,30084,Regular
INV002228,68.6,6,75215,At Risk
INV002229,64.6,6,113731,At Risk
INV002230,57.57,8,170960,At Risk
INV002232,69.17,7,105171,At Risk
INV002234,110.67,4,87775,At Risk
INV002235,97.0,5,51834,At Risk
INV002236,73.67,7,38246,At Risk
INV002237,51.67,7,61264,At Risk
INV002238,118.0,5,36024,At Risk
INV002239,226.5,3,72013,At Risk
INV002240,77.83,7,28229,At Risk
INV002241,65.67,7,40838,At Risk
INV002242,127.33,4,28727,At Risk
INV002243,229.5,3,5796,At Risk
INV002244,101.75,5,90239,At Risk
INV002245,127.33,4,62924,At Risk
INV002247,33.0,2,75739,Regular
INV002248,56.5,5,63311,At Risk
INV002249,70.75,5,22848,At Risk
INV002250,43.75,5,117805,At Risk
INV002251,62.6,6,140754,At Risk
INV002252,68.25,5,37382,At Risk
INV002255,78.5,3,9530,At Risk
INV002256,75.6,6,86659,At Risk
INV002257,273.0,2,2370,At Risk
INV002258,93.33,4,74112,At Risk
INV002259,45.33,7,139276,At Risk
INV002260,77.8,6,43224,At Risk
INV002261,82.0,5,20235,At Risk
INV002262,49.5,3,14578,At Risk
INV002264,94.25,5,83173,At Risk
INV002265,63.17,7,74670,At Risk
INV002266,276.0,2,9384,At Risk
INV002267,43.25,5,84782,At Risk
INV002269,380.0,2,57991,At Risk
INV002270,102.33,4,144210,At Risk
INV002271,78.33,4,20631,At Risk
INV002273,137.0,2,24849,At Risk
INV002274,99.5,5,11120,At Risk
INV002275,96.5,5,69122,At Risk
INV002276,104.75,5,46443,At Risk
INV002277,67.33,7,58558,At Risk
INV002278,474.0,2,3791,At Risk
INV002279,92.0,2,51745,At Risk
INV002280,71.67,7,48070,At Risk
INV002281,120.75,5,39053,At Risk
INV002282,53.2,6,90468,At Risk
INV002283,92.0,3,85085,At Risk
INV002284,85.0,6,113616,At Risk
INV002285,6.0,2,30008,Regular
INV002286,52.67,4,56913,At Risk
INV002287,125.5,3,20389,At Risk
INV002288,97.0,2,55964,At Risk
INV002290,61.6,6,49049,At Risk
INV002291,51.5,3,6541,At Risk
INV002292,91.25,5,51013,At Risk
INV002294,48.71,8,93669,At Risk
INV002295,64.5,7,97348,At Risk
INV002297,260.0,2,62192,At Risk
INV002298,23.2,6,79273,Regular
INV002299,83.0,2,1037,At Risk
INV002300,114.67,4,47182,At Risk
INV002302,52.33,4,8301,At Risk
INV002304,42.56,10,88837,At Risk
INV002306,116.0,5,26161,At Risk
INV002307,85.5,5,63338,At Risk
INV002308,72.5,5,59684,At Risk
INV002309,0.0,2,52802,Regular
INV002310,87.0,2,34253,At Risk
INV002311,331.0,2,9296,At Risk
INV002312,127.33,4,79137,At Risk
INV002314,181.0,2,7014,At Risk
INV002315,71.83,7,71574,At Risk
INV002316,300.0,2,6551,At Risk
INV002318,413.0,2,20024,At Risk
INV002319,60.0,7,77278,At Risk
INV002322,63.4,6,54669,At Risk
INV002323,84.75,5,50424,At Risk
INV002324,61.67,4,62997,At Risk
INV002325,112.0,2,6437,At Risk
INV002326,103.25,5,9058,At Risk
INV002327,76.4,6,17936,At Risk
INV002328,137.0,4,54777,At Risk
INV002329,57.0,7,94661,At Risk
INV002330,30.67,4,112362,Regular
INV002332,133.33,4,76534,At Risk
INV002333,63.0,4,62111,At Risk
INV002334,148.0,2,6577,At Risk
INV002338,93.25,5,88431,At Risk
INV002339,51.5,3,43609,At Risk
INV002341,52.33,4,35291,At Risk
INV002342,74.2,6,43134,At Risk
INV002343,57.75,9,97388,At Risk
INV002344,87.0,4,127923,At Risk
INV002345,81.5,5,25850,At Risk
INV002346,42.0,2,2679,At Risk
INV002347,40.5,9,30517,At Risk
INV002348,94.4,6,43335,At Risk
INV002349,52.2,6,31786,At Risk
INV002350,161.0,4,29688,At Risk
INV002351,77.2,6,66039,At Risk
INV002352,239.0,2,53550,At Risk
INV002353,84.67,4,55867,At Risk
INV002357,68.33,7,77648,At Risk
INV002358,88.67,4,67939,At Risk
INV002360,56.12,9,147868,At Risk
INV002361,55.4,6,123135,At Risk
INV002363,106.75,5,37857,At Risk
INV002364,61.33,4,90600,At Risk
INV002365,154.0,4,38806,At Risk
INV002366,318.0,2,27719,At Risk
INV002367,52.5,7,52309,At Risk
INV002368,61.17,7,36706,At Risk
INV002369,60.0,6,142348,At Risk
INV002370,70.17,7,89876,At Risk
INV002372,95.2,6,55170,At Risk
INV002373,70.14,8,177377,At Risk
INV002374,21.2,6,87120,Regular
INV002375,55.0,3,7529,At Risk
INV002377,129.0,3,5551,At Risk
INV002378,112.0,4,114822,At Risk
INV002379,212.5,3,23068,At Risk
INV002380,102.33,4,59019,At Risk
INV002381,118.67,4,74549,At Risk
INV002382,55.0,5,50155,At Risk
INV002384,39.11,10,107297,At Risk
INV002385,23.0,3,55543,Regular
INV002387,128.25,5,53919,At Risk
INV002388,33.2,6,109517,Regular
INV002389,50.78,10,37401,At Risk
INV002390,47.0,6,90741,At Risk
INV002391,40.2,6,59250,At Risk
INV002392,83.67,4,18100,At Risk
INV002393,80.5,5,45146,At Risk
INV002394,61.75,5,37371,At Risk
INV002395,97.0,6,58610,At Risk
INV002397,103.33,4,75443,At Risk
INV002399,98.0,4,96314,At Risk
INV002400,55.38,9,37008,At Risk
INV002401,59.14,8,30941,At Risk
INV002402,47.17,7,91623,At Risk
INV002403,372.0,2,44971,At Risk
INV002404,91.0,2,68711,At Risk
INV002405,111.5,3,40480,At Risk
INV002407,47.83,7,68991,At Risk
INV002408,107.0,2,41074,At Risk
INV002409,55.57,8,88823,At Risk
INV002411,196.0,3,27263,At Risk
INV002412,92.0,5,18574,At Risk
INV002413,53.0,8,63974,At Risk
INV002414,45.0,4,16928,At Risk
INV002415,57.43,8,96841,At Risk
INV002416,70.0,4,61774,At Risk
INV002417,83.33,7,126729,At Risk
INV002418,91.6,6,34952,At Risk
INV002420,72.8,6,54588,At Risk
INV002422,50.33,10,78015,At Risk
INV002423,89.5,3,47412,At Risk
INV002424,132.5,3,34988,At Risk
INV002425,97.0,2,59396,At Risk
INV002426,83.75,5,111654,At Risk
INV002427,31.0,4,20118,Regular
INV002429,78.6,6,95082,At Risk
INV002430,101.67,4,32915,At Risk
INV002431,261.0,2,22267,At Risk
INV002432,289.0,2,12141,At Risk
INV002434,88.2,6,38421,At Risk
INV002435,86.5,5,41496,At Risk
INV002436,152.0,4,16148,At Risk
INV002437,49.17,7,180355,At Risk
INV002440,130.0,3,103597,At Risk
INV002441,192.0,2,3621,At Risk
INV002442,89.0,2,7979,At Risk
INV002444,16.0,2,3487,Regular
INV002445,38.14,8,93265,At Risk
INV002446,139.67,4,107054,At Risk
INV002448,65.0,2,4713,At Risk
INV002449,148.0,2,8972,At Risk
INV002450,158.0,2,16323,At Risk
INV002451,272.0,2,90042,At Risk
INV002452,72.0,4,62458,At Risk
INV002453,63.0,7,76815,At Risk
INV002454,70.5,3,24404,At Risk
INV002457,300.0,2,68550,At Risk
INV002458,72.4,6,80628,At Risk
INV002459,53.71,8,40242,At Risk
INV002460,151.0,3,60628,At Risk
INV002461,146.33,4,17526,At Risk
INV002463,95.4,6,43792,At Risk
INV002464,35.4,6,50372,At Risk
INV002465,28.0,2,15763,Regular
INV002466,80.67,7,96619,At Risk
INV002467,38.86,8,200058,At Risk
INV002468,71.33,4,39817,At Risk
INV002469,94.25,5,58606,At Risk
INV002471,56.4,6,65355,At Risk
INV002472,153.0,3,37306,At Risk
INV002473,175.5,3,20533,At Risk
INV002475,49.67,10,65140,At Risk
INV002476,86.0,6,74851,At Risk
INV002477,39.0,3,53918,At Risk
INV002479,260.0,2,29314,At Risk
INV002483,40.33,4,8447,At Risk
INV002485,70.4,6,58588,At Risk
INV002486,73.25,5,78770,At Risk
INV002487,48.0,2,18142,At Risk
INV002488,116.67,4,69728,At Risk
INV002489,144.0,2,3507,At Risk
INV002490,70.0,8,221876,At Risk
INV002491,17.0,2,28275,Regular
INV002493,220.0,3,61288,At Risk
INV002495,82.2,6,64609,At Risk
INV002496,53.0,6,28341,At Risk
INV002497,67.29,8,105613,At Risk
INV002499,251.0,2,3394,At Risk
INV002500,104.5,5,86513,At Risk
INV002502,115.5,5,15520,At Risk
INV002503,52.33,4,37323,At Risk
INV002504,78.25,5,67257,At Risk
INV002505,449.0,2,8583,At Risk
INV002506,96.25,5,65187,At Risk
INV002507,138.67,4,29070,At Risk
INV002508,51.62,9,128547,At Risk
INV002509,33.67,10,117779,Regular
INV002510,64.33,7,83001,At Risk
INV002512,3.0,2,13207,Regular
INV002513,106.5,3,31837,At Risk
INV002514,11.0,2,13001,Regular
INV002515,24.0,2,4719,Regular
INV002516,56.0,3,45310,At Risk
INV002518,206.0,3,8309,At Risk
INV002520,102.67,4,22082,At Risk
INV002521,74.6,6,46638,At Risk
INV002523,95.0,5,50071,At Risk
INV002525,233.0,2,45894,At Risk
INV002526,61.25,5,95794,At Risk
INV002527,49.67,7,9444,At Risk
INV002528,76.5,5,24269,At Risk
INV002529,123.33,4,82754,At Risk
INV002530,71.43,8,74111,At Risk
INV002531,76.33,7,30854,At Risk
INV002532,121.5,3,62862,At Risk
INV002533,57.5,5,16293,At Risk
INV002534,354.0,2,52634,At Risk
INV002535,53.5,3,52902,At Risk
INV002536,133.0,2,12992,At Risk
INV002538,250.0,2,30934,At Risk
INV002539,65.0,2,9949,At Risk
INV002540,112.67,4,7261,At Risk
INV002542,116.67,4,26395,At Risk
INV002543,74.67,7,90368,At Risk
INV002545,333.0,2,8593,At Risk
INV002546,76.67,4,45287,At Risk
INV002547,89.0,6,19927,At Risk
INV002548,159.67,4,64311,At Risk
INV002549,104.0,5,30889,At Risk
INV002550,199.0,2,5696,At Risk
INV002551,104.0,5,71077,At Risk
INV002552,48.22,10,117496,At Risk
INV002553,162.0,3,84989,At Risk
INV002554,49.67,7,51011,At Risk
INV002555,72.0,7,87655,At Risk
INV002556,69.0,2,5821,At Risk
INV002557,67.17,7,32589,At Risk
INV002558,97.6,6,52002,At Risk
INV002560,95.2,6,25934,At Risk
INV002561,64.5,3,11430,At Risk
INV002563,65.8,6,18179,At Risk
INV002565,111.75,5,15338,At Risk
INV002566,143.0,4,10288,At Risk
INV002567,82.0,6,51780,At Risk
INV002568,61.57,8,138384,At Risk
INV002570,62.0,7,26296,At Risk
INV002571,149.0,4,37880,At Risk
INV002572,55.71,8,126760,At Risk
INV002574,79.4,6,98204,At Risk
INV002575,56.12,9,155419,At Risk
INV002576,94.33,4,35308,At Risk
INV002577,61.5,3,51820,At Risk
INV002578,443.0,2,31372,At Risk
INV002579,40.8,6,136656,At Risk
INV002580,56.0,4,48803,At Risk
INV002582,77.4,6,18333,At Risk
INV002583,125.0,3,15603,At Risk
INV002585,65.0,6,46894,At Risk
INV002586,87.2,6,73304,At Risk
INV002587,291.0,2,5256,At Risk
INV002588,134.5,3,12753,At Risk
INV002590,50.22,10,151056,At Risk
INV002591,52.2,6,29695,At Risk
INV002592,149.0,2,5287,At Risk
INV002593,90.5,3,26357,At Risk
INV002594,94.0,6,98891,At Risk
INV002595,29.0,3,10736,Regular
INV002596,325.0,2,2227,At Risk
INV002597,193.0,3,9390,At Risk
INV002598,51.38,9,121198,At Risk
INV002599,109.5,5,9652,At Risk
INV002600,102.0,2,29078,At Risk
INV002601,54.0,2,8472,At Risk
INV002602,66.0,8,95414,At Risk
INV002604,99.0,5,34996,At Risk
INV002605,405.0,2,15762,At Risk
INV002606,89.6,6,73666,At Risk
INV002608,126.33,4,51776,At Risk
INV002610,334.0,2,9860,At Risk
INV002612,162.0,2,17198,At Risk
INV002613,65.0,8,23849,At Risk
INV002614,108.0,2,4158,At Risk
INV002616,223.0,2,26166,At Risk
INV002617,275.0,2,25313,At Risk
INV002619,219.0,2,3024,At Risk
INV002620,345.0,2,10679,At Risk
INV002621,182.5,3,16712,At Risk
INV002622,76.67,7,64167,At Risk
INV002625,105.0,4,6957,At Risk
INV002626,94.67,4,52340,At Risk
INV002627,85.0,6,40609,At Risk
INV002628,77.0,6,42616,At Risk
INV002629,142.0,4,38172,At Risk
INV002630,43.75,5,70306,At Risk
INV002631,110.0,3,53489,At Risk
INV002632,65.57,8,70430,At Risk
INV002633,83.25,5,63199,At Risk
INV002634,25.0,2,47351,Regular
INV002635,126.5,3,3022,At Risk
INV002636,118.0,2,1410,At Risk
INV002637,115.5,3,19656,At Risk
INV002639,45.25,5,36293,At Risk
INV002640,70.0,7,66928,At Risk
INV002641,64.33,4,76181,At Risk
INV002642,108.25,5,93634,At Risk
INV002643,74.2,6,32343,At Risk
INV002645,45.17,7,89681,At Risk
INV002647,89.33,4,44750,At Risk
INV002648,102.25,5,18902,At Risk
INV002649,174.0,2,13550,At Risk
INV002650,19.0,2,13872,Regular
INV002652,97.5,5,59549,At Risk
INV002654,61.86,8,97131,At Risk
INV002655,24.0,2,66121,Regular
INV002656,52.5,5,99657,At Risk
INV002657,228.5,3,72571,At Risk
INV002659,62.33,7,96575,At Risk
INV002660,105.33,4,13803,At Risk
INV002661,60.0,2,908,At Risk
INV002662,284.0,2,7717,At Risk
INV002664,95.33,4,18686,At Risk
INV002666,53.17,7,50807,At Risk
INV002668,97.5,5,75544,At Risk
INV002669,80.0,2,9326,At Risk
INV002670,230.0,2,4932,At Risk
INV002671,77.17,7,121426,At Risk
INV002673,65.0,8,205287,At Risk
INV002674,75.8,6,109896,At Risk
INV002675,63.86,8,104247,At Risk
INV002676,83.5,3,25472,At Risk
INV002679,152.67,4,67230,At Risk
INV002680,83.5,3,109520,At Risk
INV002681,83.67,7,77813,At Risk
INV002682,75.0,5,47520,At Risk
INV002683,13.5,3,51383,Regular
INV002684,80.6,6,81047,At Risk
INV002685,241.0,3,69446,At Risk
INV002686,236.0,2,55540,At Risk
INV002687,80.0,5,98994,At Risk
INV002688,37.0,9,127567,At Risk
INV002689,50.0,8,78790,At Risk
INV002693,45.83,7,166843,At Risk
INV002694,54.0,2,14915,At Risk
INV002696,109.25,5,34567,At Risk
INV002697,55.33,7,61207,At Risk
INV002698,49.25,5,29449,At Risk
INV002699,182.0,3,35385,At Risk
INV002700,79.83,7,40488,At Risk
INV002701,121.0,3,4031,At Risk
INV002702,79.5,5,45679,At Risk
INV002703,202.0,2,50310,At Risk
INV002704,59.14,8,75458,At Risk
INV002705,22.57,8,53493,Regular
INV002706,73.6,6,69684,At Risk
INV002707,93.0,4,50878,At Risk
INV002708,44.25,5,41772,At Risk
INV002709,206.0,2,38177,At Risk
INV002710,3.0,2,9983,Regular
INV002711,65.57,8,73628,At Risk
INV002712,46.8,11,102129,At Risk
INV002713,162.0,2,17714,At Risk
INV002714,177.0,2,26703,At Risk
INV002716,124.75,5,26302,At Risk
INV002717,362.0,2,15706,At Risk
INV002718,57.5,5,15911,At Risk
INV002719,170.0,2,51321,At Risk
INV002720,160.5,3,4807,At Risk
INV002722,61.4,6,36876,At Risk
INV002723,37.75,9,44585,At Risk
INV002724,76.6,6,94701,At Risk
INV002725,207.0,3,44626,At Risk
INV002726,45.57,8,41222,At Risk
INV002727,69.67,4,13711,At Risk
INV002732,70.71,8,96854,At Risk
INV002733,51.57,8,56424,At Risk
INV002734,134.67,4,55924,At Risk
INV002735,68.17,7,88635,At Risk
INV002736,70.6,6,64757,At Risk
INV002737,58.43,8,102279,At Risk
INV002738,31.0,2,43576,Regular
INV002739,132.0,2,41810,At Risk
INV002740,474.0,2,5516,At Risk
INV002741,123.0,4,56215,At Risk
INV002743,88.2,6,40865,At Risk
